Type,Publish,Authority ID,Source,Rules,Name Order,ORIGINAL,Prefix,Title,Primary Part of Name,Rest of Name,Suffix,Fuller Form,Number,Dates,Qualifier
persname,TRUE,,lcnaf,,Indirect,"Abel, Henry J., 1890-1953."
persname,TRUE,http://id.loc.gov/authorities/names/n79036572,lcnaf,,Indirect,"Abrams, Alan E."
persname,TRUE,http://id.loc.gov/authorities/names/n50036889,lcnaf,,Indirect,"Ackley, Gardner."
persname,TRUE,,lcnaf,,Indirect,"Acton, Hugh."
persname,TRUE,,lcnaf,,Indirect,"Adams, Clark J., 1904-1981."
persname,TRUE,,lcnaf,,Indirect,"Adams, Donald Earl, 1912-"
persname,TRUE,,lcnaf,,Indirect,"Adams, Elizabeth S."
persname,TRUE,,lcnaf,,Indirect,"Adams, James Patrick."
persname,TRUE,,lcnaf,,Indirect,"Adams, Paul L. (Paul Lincoln), 1908-"
persname,TRUE,,lcnaf,,Indirect,"Ahern, Richard D."
persname,TRUE,http://id.loc.gov/authorities/names/nr97027687,lcnaf,,Indirect,"Aigler, Ralph W. (Ralph William), 1885-"
persname,TRUE,,lcnaf,,Indirect,"Aiton, Arthur Scott, 1894-1955."
persname,TRUE,,lcnaf,,Indirect,"Alawan, Charles Khalil."
persname,TRUE,,lcnaf,,Indirect,"Alawan, Raad."
persname,TRUE,,lcnaf,,Indirect,"Albers, George, 1891-"
persname,TRUE,,lcnaf,,Indirect,"Albright, William."
persname,TRUE,,lcnaf,,Indirect,"Aldrich, Frederick A."
persname,TRUE,,lcnaf,,Indirect,"Aldrich, Robert D., 1920-1983."
persname,TRUE,,lcnaf,,Indirect,"Alexander, Robert, 1945-"
persname,TRUE,,lcnaf,,Indirect,"Alexander, Michael T."
persname,TRUE,,lcnaf,,Indirect,"Allan, Virginia R."
persname,TRUE,,lcnaf,,Indirect,"Allen, B. E. (Basil Ernest), 1919-"
persname,TRUE,,lcnaf,,Indirect,"Allen, Emmet O. (Emmet Oliver), 1846-1933."
persname,TRUE,,lcnaf,,Indirect,"Allen, Francis A."
persname,TRUE,http://id.loc.gov/authorities/names/no2012147597,lcnaf,,Indirect,"Ames, Dewey."
persname,TRUE,http://id.loc.gov/authorities/names/no96065145,lcnaf,,Indirect,"Morgan, Angela, 1874-1957."
persname,TRUE,,lcnaf,,Indirect,"Amos, Earl V."
persname,TRUE,,lcnaf,,Indirect,"Anderson, Godfrey J., d. 1981."
persname,TRUE,http://id.loc.gov/authorities/names/n91105665,lcnaf,,Indirect,"Anderson, Susan, 1870-1960."
persname,TRUE,,lcnaf,,Indirect,"Andresen, Rachel Josephine, 1907-1988."
persname,TRUE,,lcnaf,,Indirect,"Andrews, Ernest Oliver."
